customer_id,total_spend,transaction_count,avg_transaction_amount
5162,410.96,4,102.74
16694,410.69,4,102.67
6241,410.65,4,102.66
19653,410.61,8,51.33
14318,410.55,5,82.11
10,410.53000000000003,7,58.65
3798,410.46,5,82.09
2246,410.36,5,82.07
8484,410.19,2,205.1
17125,410.18,5,82.04
14188,410.09000000000003,7,58.58
16912,410.07,5,82.01
3917,409.89,3,136.63
15846,409.82,7,58.55
129,409.82,4,102.46
2572,409.76,4,102.44
6502,409.69,4,102.42
4085,409.66,6,68.28
11849,409.51,7,58.5
2677,409.5,7,58.5
18591,409.48,4,102.37
1786,409.47,5,81.89
3155,409.36,3,136.45
19767,409.35,7,58.48
19168,409.28999999999996,6,68.21
7770,409.26,7,58.47
11064,409.1,7,58.44
4581,409.07,2,204.54
14054,409.05999999999995,3,136.35
19819,409.03999999999996,3,136.35
3637,408.97,6,68.16
214,408.96,7,58.42
14623,408.90999999999997,5,81.78
3639,408.78,6,68.13
15202,408.69,6,68.11
2057,408.38,6,68.06
4497,408.35,5,81.67
593,408.27,4,102.07
18976,408.25,8,51.03
825,408.24,5,81.65
19980,408.21000000000004,7,58.32
19076,408.18,6,68.03
19639,408.06000000000006,4,102.02
13232,408.03,5,81.61
16269,408.0,5,81.6
2880,407.69,6,67.95
14647,407.65,5,81.53
4492,407.61,5,81.52
6212,407.55,5,81.51
11421,407.51,6,67.92
8328,407.4,6,67.9
8106,407.37,7,58.2
863,407.36,7,58.19
17250,407.36,2,203.68
11517,407.15,6,67.86
12026,407.1,3,135.7
12612,407.08,5,81.42
94,407.08,2,203.54
17656,407.0,3,135.67
15508,406.90999999999997,8,50.86
16607,406.90000000000003,4,101.72
9145,406.88,5,81.38
2247,406.78000000000003,5,81.36
4951,406.77,5,81.35
5299,406.75,3,135.58
4329,406.72,4,101.68
1751,406.71000000000004,7,58.1
11883,406.64,6,67.77
16245,406.61,5,81.32
45,406.61,5,81.32
12317,406.59,7,58.08
16088,406.40999999999997,4,101.6
8671,406.26,8,50.78
5415,406.23,6,67.7
6190,406.13,5,81.23
18452,406.09,7,58.01
3284,406.01,3,135.34
5826,405.88,3,135.29
10146,405.88,6,67.65
142,405.84,7,57.98
2237,405.78999999999996,5,81.16
14904,405.52,5,81.1
11622,405.34000000000003,5,81.07
701,405.24,3,135.08
15161,405.19,4,101.3
5652,404.99,8,50.62
2317,404.99,5,81.0
5640,404.98999999999995,5,81.0
9786,404.95,4,101.24
12493,404.92,4,101.23
18479,404.86,3,134.95
1194,404.84,5,80.97
5032,404.76,4,101.19
834,404.68,7,57.81
15395,404.59000000000003,2,202.3
2897,404.59000000000003,4,101.15
15509,404.58000000000004,6,67.43
433,404.58,5,80.92
13474,404.57,4,101.14
2957,404.46,6,67.41
5170,404.27,2,202.14
10773,404.27,8,50.53
14082,404.19,5,80.84
15791,404.17,8,50.52
7147,404.08,3,134.69
18955,403.97999999999996,8,50.5
11391,403.88,8,50.48
10120,403.77,6,67.3
18905,403.76,3,134.59
11634,403.53999999999996,3,134.51
11616,403.45,5,80.69
6531,403.43,4,100.86
5059,403.41999999999996,4,100.85
17020,403.35,5,80.67
15279,403.28000000000003,5,80.66
6436,403.18,5,80.64
15663,403.11,5,80.62
12932,403.09000000000003,8,50.39
15878,403.04,4,100.76
11406,402.96999999999997,6,67.16
1064,402.94,4,100.74
7884,402.89,6,67.15
10048,402.86,6,67.14
18078,402.83,5,80.57
10026,402.72,4,100.68
9489,402.71999999999997,4,100.68
19374,402.71,3,134.24
7078,402.70000000000005,2,201.35
16740,402.55,6,67.09
2361,402.34,2,201.17
3635,402.33,5,80.47
8084,402.16999999999996,5,80.43
1814,402.15,5,80.43
8384,402.12999999999994,6,67.02
4446,402.12,7,57.45
8111,402.07,7,57.44
2205,401.92,5,80.38
5506,401.79999999999995,3,133.93
8706,401.5,3,133.83
16651,401.34000000000003,8,50.17
12298,401.33000000000004,6,66.89
9281,401.31,6,66.89
19188,401.21,4,100.3
3117,401.16,5,80.23
10947,401.15,8,50.14
9816,401.14,7,57.31
16221,401.11,8,50.14
7062,401.1,3,133.7
17148,400.90999999999997,7,57.27
909,400.75,5,80.15
5720,400.75,5,80.15
6737,400.74,11,36.43
1260,400.74,2,200.37
5702,400.71,5,80.14
1678,400.63,5,80.13
940,400.57000000000005,4,100.14
4533,400.55,4,100.14
13869,400.41,2,200.2
14166,400.41,7,57.2
10334,400.38,3,133.46
8492,400.36,3,133.45
18216,400.24,8,50.03
12982,400.21000000000004,6,66.7
4271,400.07,5,80.01
2123,400.07,3,133.36
10595,399.88,6,66.65
13336,399.74,3,133.25
9775,399.54,3,133.18
19507,399.53999999999996,5,79.91
10141,399.46,3,133.15
16129,399.41999999999996,2,199.71
11005,399.34,4,99.84
4935,399.33,4,99.83
13059,399.32,6,66.55
1977,399.27,3,133.09
18654,399.26,4,99.82
6989,399.07000000000005,6,66.51
2065,399.02,5,79.8
5525,398.97,3,132.99
9009,398.94,5,79.79
5307,398.93,5,79.79
3426,398.89,3,132.96
14907,398.84999999999997,6,66.47
1193,398.78000000000003,4,99.7
7472,398.75,6,66.46
17709,398.74,4,99.68
3718,398.65000000000003,4,99.66
15368,398.65,4,99.66
2565,398.52,5,79.7
17073,398.51,4,99.63
17467,398.49,8,49.81
7125,398.28,6,66.38
7980,398.27,2,199.14
19030,398.26,5,79.65
10526,398.24,5,79.65
8402,398.09,7,56.87
7968,397.96999999999997,4,99.49
7155,397.86,6,66.31
14991,397.7,5,79.54
17833,397.64,6,66.27
7726,397.58000000000004,3,132.53
17891,397.57,4,99.39
14994,397.51,4,99.38
11922,397.46999999999997,5,79.49
13235,397.33,5,79.47
10104,397.31,6,66.22
11690,397.15,2,198.58
11071,397.09999999999997,4,99.28
12104,397.03000000000003,4,99.26
7222,396.87,4,99.22
14633,396.75,4,99.19
15093,396.65999999999997,5,79.33
3241,396.49,2,198.24
19620,396.48,5,79.3
13294,396.47,7,56.64
2110,396.4,4,99.1
4246,396.28000000000003,5,79.26
10593,396.11,7,56.59
9296,395.95,4,98.99
19978,395.93,7,56.56
18951,395.85,4,98.96
17872,395.8,4,98.95
8421,395.76,5,79.15
7208,395.74,5,79.15
11255,395.7,3,131.9
6516,395.59,5,79.12
12495,395.53,6,65.92
12530,395.44,7,56.49
6617,395.42,8,49.43
6159,395.42,4,98.86
9030,395.3,4,98.82
18800,395.28999999999996,4,98.82
13770,395.28999999999996,6,65.88
8674,395.26000000000005,7,56.47
1509,395.22,4,98.8
16111,395.16,5,79.03
13430,395.15999999999997,4,98.79
14379,395.12,7,56.45
2754,395.08,4,98.77
3750,394.96,11,35.91
5438,394.95,4,98.74
5735,394.91999999999996,3,131.64
1263,394.90999999999997,5,78.98
18803,394.89,5,78.98
16914,394.86,4,98.72
344,394.81,6,65.8
3938,394.81,5,78.96
1340,394.73,3,131.58
15812,394.64000000000004,5,78.93
11707,394.63,5,78.93
2722,394.52,5,78.9
10791,394.5,3,131.5
6,394.47,6,65.74
19768,394.41,7,56.34
4053,394.34999999999997,7,56.34
7919,394.21000000000004,6,65.7
2363,394.17,3,131.39
11826,394.11,6,65.68
11085,394.1,4,98.52
813,394.07,5,78.81
18854,394.03,5,78.81
1113,393.94,4,98.48
9748,393.88,6,65.65
3896,393.85999999999996,5,78.77
3466,393.82000000000005,2,196.91
19343,393.82,4,98.46
10395,393.77000000000004,5,78.75
5389,393.76,4,98.44
5806,393.76,6,65.63
1215,393.68,6,65.61
11429,393.6,5,78.72
1347,393.56000000000006,5,78.71
14,393.41,4,98.35
4134,393.33000000000004,6,65.56
15357,393.31,6,65.55
1923,393.29,2,196.64
6745,393.26,8,49.16
4454,393.24,9,43.69
16921,393.23,5,78.65
16843,393.21000000000004,3,131.07
1789,393.07,6,65.51
10030,393.05999999999995,4,98.26
6568,392.93,5,78.59
16666,392.93,3,130.98
15806,392.92,4,98.23
7056,392.89000000000004,5,78.58
11336,392.75,6,65.46
9778,392.75,3,130.92
13718,392.66999999999996,7,56.1
73,392.64,5,78.53
19143,392.61,6,65.44
17330,392.56,3,130.85
16939,392.44,6,65.41
14144,392.42,3,130.81
11955,392.41,3,130.8
8995,392.26,5,78.45
5644,392.2,4,98.05
6927,392.16999999999996,4,98.04
14248,392.15000000000003,2,196.08
15713,392.08,8,49.01
9375,392.02,8,49.0
8790,391.96000000000004,4,97.99
18739,391.93,1,391.93
6994,391.90999999999997,3,130.64
10899,391.90999999999997,4,97.98
2646,391.8299999999999,4,97.96
15081,391.78000000000003,4,97.94
19615,391.73999999999995,5,78.35
4195,391.67,3,130.56
9742,391.64,5,78.33
2760,391.63,3,130.54
18049,391.62,6,65.27
12555,391.56,7,55.94
3939,391.54999999999995,4,97.89
9987,391.51,7,55.93
12242,391.43,3,130.48
4973,391.38000000000005,3,130.46
1717,391.38,7,55.91
11154,391.33000000000004,3,130.44
7621,391.17,3,130.39
14493,391.14,2,195.57
11832,390.97,2,195.48
16480,390.97,6,65.16
1686,390.96000000000004,6,65.16
10268,390.92,5,78.18
3608,390.73,7,55.82
19412,390.67,4,97.67
18558,390.61,2,195.3
13897,390.53,2,195.26
419,390.34000000000003,3,130.11
15239,390.28999999999996,8,48.79
18154,390.27,5,78.05
4156,390.23999999999995,3,130.08
13391,390.2,6,65.03
3388,390.14,1,390.14
8477,390.12,4,97.53
3854,390.07000000000005,4,97.52
13031,390.07,5,78.01
17604,390.03000000000003,3,130.01
5685,389.94,3,129.98
17973,389.93,3,129.98
13205,389.85,4,97.46
3714,389.65000000000003,6,64.94
10362,389.65,9,43.29
1554,389.59000000000003,6,64.93
17053,389.55,1,389.55
15518,389.53999999999996,6,64.92
744,389.44,3,129.81
3427,389.3,5,77.86
7855,389.24,7,55.61
10778,389.2,6,64.87
9556,389.19,7,55.6
7764,389.11,6,64.85
14109,389.07,4,97.27
15170,388.94,5,77.79
9859,388.91,2,194.46
10641,388.90999999999997,7,55.56
19248,388.78999999999996,3,129.6
3282,388.74,3,129.58
3040,388.62,2,194.31
1884,388.5,6,64.75
16589,388.46000000000004,3,129.49
15804,388.41,7,55.49
5226,388.36,5,77.67
10119,388.32000000000005,5,77.66
11035,388.31,3,129.44
17789,388.31,6,64.72
15416,388.31,6,64.72
5712,388.23,6,64.7
1478,388.21999999999997,4,97.06
17480,388.19,4,97.05
13825,388.15999999999997,6,64.69
9353,388.13,4,97.03
18784,388.08,4,97.02
15269,388.01,7,55.43
16171,387.91999999999996,5,77.58
900,387.84,5,77.57
16981,387.83,4,96.96
1005,387.76,7,55.39
264,387.76,6,64.63
10427,387.76,4,96.94
19075,387.70000000000005,2,193.85
19388,387.7,4,96.92
4044,387.69,2,193.84
1590,387.64,4,96.91
13547,387.59,4,96.9
2787,387.43,8,48.43
14062,387.39,3,129.13
5039,387.33,4,96.83
15922,387.2,6,64.53
7133,387.12,4,96.78
3131,387.07,5,77.41
2134,386.99,5,77.4
16891,386.99,5,77.4
15862,386.93,4,96.73
18071,386.91,3,128.97
9076,386.87,4,96.72
2581,386.78,5,77.36
4868,386.74,2,193.37
5153,386.53,5,77.31
2538,386.51,5,77.3
5614,386.49,3,128.83
7389,386.48,6,64.41
13370,386.42,5,77.28
2602,386.39,4,96.6
19924,386.35,4,96.59
1851,386.33,7,55.19
9660,386.3,3,128.77
3239,386.27,5,77.25
5561,386.26,3,128.75
4339,386.25,3,128.75
13051,386.2,6,64.37
12373,386.06,6,64.34
11829,386.04,3,128.68
9899,385.99,6,64.33
9093,385.96000000000004,4,96.49
11464,385.93,5,77.19
3468,385.92,3,128.64
1033,385.91,4,96.48
3974,385.89,5,77.18
13593,385.85,5,77.17
19229,385.82,4,96.46
3266,385.76,6,64.29
3875,385.73,4,96.43
7025,385.71000000000004,6,64.29
8434,385.7,3,128.57
4568,385.64,3,128.55
1720,385.62,8,48.2
15410,385.61,8,48.2
12051,385.6,2,192.8
2686,385.54999999999995,5,77.11
9359,385.39,5,77.08
5814,385.23,5,77.05
1656,385.23,4,96.31
1433,385.2,6,64.2
17406,385.07,7,55.01
8649,385.05,4,96.26
7202,385.03999999999996,6,64.17
496,384.93,5,76.99
6608,384.90999999999997,4,96.23
16532,384.9,2,192.45
10765,384.77,3,128.26
15019,384.74,6,64.12
595,384.59999999999997,10,38.46
6508,384.56,3,128.19
657,384.46,6,64.08
14411,384.44,1,384.44
1223,384.35,6,64.06
5074,384.32,8,48.04
3212,384.29,4,96.07
6377,384.19,6,64.03
14592,384.18,2,192.09
7905,384.15999999999997,5,76.83
16242,384.12,4,96.03
12700,383.96,1,383.96
5135,383.95,5,76.79
2990,383.86,5,76.77
15903,383.8,3,127.93
12300,383.78,6,63.96
18121,383.72,2,191.86
17908,383.64,5,76.73
4572,383.63,4,95.91
5792,383.53000000000003,3,127.84
2090,383.49,9,42.61
2621,383.45,5,76.69
18512,383.38,3,127.79
17647,383.35,9,42.59
12135,383.28000000000003,7,54.75
11997,383.28,4,95.82
3210,383.27000000000004,8,47.91
19071,383.15,8,47.89
6073,383.01,4,95.75
14110,382.94,6,63.82
1906,382.84,1,382.84
12587,382.69,2,191.34
6884,382.69,6,63.78
15947,382.68,3,127.56
9879,382.65999999999997,6,63.78
6612,382.56,6,63.76
8284,382.52,6,63.75
10739,382.46000000000004,5,76.49
19346,382.42,8,47.8
5304,382.40999999999997,9,42.49
5988,382.34,2,191.17
15512,382.32,3,127.44
19777,382.28999999999996,7,54.61
9589,382.23,5,76.45
2966,382.19000000000005,5,76.44
9833,382.15,3,127.38
864,382.11,4,95.53
6915,382.11,4,95.53
18428,382.02,4,95.5
2198,381.98,6,63.66
9949,381.97999999999996,7,54.57
17879,381.94,5,76.39
2347,381.88,4,95.47
4993,381.85,4,95.46
16978,381.78,5,76.36
12994,381.78,1,381.78
18223,381.76,3,127.25
15046,381.71,3,127.24
4202,381.61,3,127.2
13993,381.53,5,76.31
8130,381.5,6,63.58
9841,381.46,3,127.15
11507,381.42,3,127.14
9969,381.38,4,95.34
6941,381.34000000000003,3,127.11
6327,381.3,7,54.47
19865,381.25,4,95.31
5762,381.23,11,34.66
11181,381.19,4,95.3
39,381.13,5,76.23
12884,381.0,5,76.2
18132,380.98,5,76.2
17637,380.83,4,95.21
19916,380.81,2,190.4
14133,380.71,5,76.14
6605,380.70000000000005,3,126.9
777,380.62,4,95.16
5439,380.62,6,63.44
9371,380.62,3,126.87
7471,380.46000000000004,6,63.41
459,380.44,6,63.41
6334,380.40999999999997,4,95.1
16737,380.4,2,190.2
18023,380.37,5,76.07
477,380.32,8,47.54
9177,380.25,5,76.05
5967,380.11,3,126.7
14041,380.1,5,76.02
13678,379.94,6,63.32
1143,379.86,8,47.48
3343,379.84000000000003,4,94.96
590,379.84000000000003,6,63.31
1924,379.78000000000003,4,94.94
1747,379.72,7,54.25
12028,379.6,6,63.27
4637,379.56,5,75.91
8831,379.53999999999996,5,75.91
305,379.52,8,47.44
5016,379.51,3,126.5
7538,379.46000000000004,6,63.24
163,379.41999999999996,2,189.71
12855,379.38,4,94.84
5526,379.17,5,75.83
17574,379.14,5,75.83
4119,379.13,5,75.83
189,379.09999999999997,5,75.82
18665,379.05,5,75.81
12544,379.02,3,126.34
19714,378.75,6,63.12
10170,378.71999999999997,5,75.74
495,378.7,9,42.08
10592,378.64,2,189.32
18985,378.55999999999995,4,94.64
5144,378.54999999999995,2,189.27
3652,378.53000000000003,6,63.09
19926,378.53,7,54.08
1875,378.48,2,189.24
13785,378.44,3,126.15
14675,378.36,10,37.84
2256,378.34000000000003,7,54.05
4648,378.34,7,54.05
19064,378.32,5,75.66
7051,378.31,7,54.04
15374,378.12,4,94.53
500,377.91,3,125.97
8994,377.71,5,75.54
7508,377.7,5,75.54
15980,377.68,2,188.84
14934,377.68,8,47.21
9196,377.64,4,94.41
4859,377.62,2,188.81
14891,377.51,6,62.92
9056,377.49,5,75.5
5798,377.47,3,125.82
12977,377.4,4,94.35
10662,377.39,7,53.91
5641,377.38,3,125.79
2693,377.29,5,75.46
7506,377.27,5,75.45
9747,377.04,5,75.41
11227,377.01,3,125.67
4975,376.9,5,75.38
16755,376.88,1,376.88
66,376.79,3,125.6
15665,376.75,3,125.58
16951,376.58,7,53.8
14291,376.51,4,94.13
10909,376.51,5,75.3
6211,376.42,3,125.47
4820,376.41,5,75.28
5969,376.28,8,47.04
2266,376.27,7,53.75
8663,376.26,4,94.06
7330,376.25,6,62.71
19095,376.12,3,125.37
5756,376.12,2,188.06
18063,376.1,3,125.37
11497,376.01,3,125.34
10178,375.96000000000004,4,93.99
13462,375.94,5,75.19
13794,375.89,3,125.3
3314,375.78,3,125.26
17524,375.69,8,46.96
13614,375.65999999999997,3,125.22
19663,375.52,8,46.94
17753,375.39,3,125.13
16168,375.37,4,93.84
10819,375.37,4,93.84
15664,375.28,6,62.55
14811,375.24,8,46.9
12489,375.1,7,53.59
18430,375.07,5,75.01
270,374.85,6,62.48
3276,374.76,5,74.95
17269,374.74,3,124.91
18304,374.68,4,93.67
9208,374.65999999999997,5,74.93
17856,374.45000000000005,3,124.82
12883,374.44000000000005,2,187.22
13436,374.44,2,187.22
6699,374.40999999999997,3,124.8
9232,374.39,7,53.48
7498,374.38,8,46.8
19637,374.38,4,93.6
817,374.22,4,93.56
11604,374.2,3,124.73
10656,374.03,6,62.34
12561,373.92,8,46.74
8750,373.9,5,74.78
5257,373.83,2,186.92
13365,373.81,7,53.4
9126,373.38,4,93.34
14965,373.14,6,62.19
13397,373.1,3,124.37
4449,372.93,5,74.59
18212,372.87,5,74.57
11372,372.83000000000004,4,93.21
19435,372.82,4,93.2
19433,372.72,4,93.18
17043,372.65,3,124.22
19462,372.61,4,93.15
6641,372.59000000000003,8,46.57
6185,372.47,4,93.12
4158,372.38,6,62.06
286,372.36,1,372.36
4627,372.14,3,124.05
6586,372.13,5,74.43
9913,371.96,3,123.99
19379,371.93,8,46.49
19303,371.91,3,123.97
11029,371.81,7,53.12
10469,371.65,3,123.88
8372,371.64,6,61.94
6657,371.61,4,92.9
18395,371.59999999999997,2,185.8
16353,371.59000000000003,2,185.8
19495,371.58000000000004,5,74.32
19109,371.39,5,74.28
11675,371.39,3,123.8
10153,371.37,6,61.9
10878,371.36,7,53.05
17449,371.32,6,61.89
2085,371.21999999999997,7,53.03
10132,371.19,2,185.6
3611,371.16,4,92.79
7392,371.15999999999997,4,92.79
3604,371.08,4,92.77
16142,371.06,8,46.38
6087,371.03999999999996,4,92.76
11389,371.03,6,61.84
19164,371.0,6,61.83
16751,370.96999999999997,2,185.48
3499,370.86,5,74.17
12007,370.8,7,52.97
15840,370.77,6,61.79
15572,370.71,7,52.96
19789,370.51,5,74.1
5274,370.4,5,74.08
11736,370.22,4,92.56
15830,370.18,4,92.54
15974,370.03000000000003,5,74.01
19721,369.95,6,61.66
6112,369.8,2,184.9
16434,369.61,6,61.6
6854,369.52,4,92.38
17089,369.51,3,123.17
2685,369.44,4,92.36
10796,369.36,5,73.87
5830,369.33,3,123.11
19715,369.3,8,46.16
19614,369.24,4,92.31
7131,369.23,4,92.31
9391,369.19,7,52.74
15943,369.18,6,61.53
10950,369.17,2,184.58
19244,369.08,3,123.03
5745,368.99,5,73.8
19913,368.98,4,92.24
3018,368.9,4,92.22
10988,368.84,6,61.47
11490,368.71000000000004,4,92.18
18662,368.64,6,61.44
10301,368.59000000000003,3,122.86
6651,368.56,4,92.14
16466,368.44,5,73.69
6755,368.41,6,61.4
481,368.36,7,52.62
13676,368.36,5,73.67
1449,368.11,5,73.62
11620,368.11,6,61.35
17925,368.1,2,184.05
16384,367.97,3,122.66
13301,367.92,6,61.32
8985,367.66,5,73.53
1401,367.65,5,73.53
2815,367.63,5,73.53
2108,367.61,6,61.27
15177,367.6,6,61.27
18085,367.59000000000003,6,61.27
10481,367.59,6,61.26
4318,367.58000000000004,9,40.84
16313,367.49,4,91.87
12903,367.40999999999997,5,73.48
9320,367.19000000000005,2,183.6
11281,367.15,5,73.43
9710,367.13,4,91.78
18128,367.12,2,183.56
6126,367.11,7,52.44
3943,367.1,4,91.78
15548,367.09000000000003,7,52.44
15564,367.05,3,122.35
5549,367.04,5,73.41
17690,367.01,6,61.17
3039,367.0,5,73.4
4209,366.89,3,122.3
10443,366.82,2,183.41
11249,366.80999999999995,4,91.7
18365,366.76,4,91.69
9560,366.75,5,73.35
6548,366.67,4,91.67
19630,366.52,5,73.3
4024,366.44,4,91.61
8081,366.36,5,73.27
1209,366.36,6,61.06
11856,366.28,6,61.05
14141,366.2,4,91.55
2197,366.01,3,122.0
5791,365.98,4,91.5
10508,365.85,5,73.17
4752,365.84000000000003,4,91.46
5052,365.75,3,121.92
14456,365.74,5,73.15
15899,365.72,8,45.72
4027,365.51,5,73.1
14265,365.49,6,60.92
16685,365.48,3,121.83
1933,365.47,5,73.09
13377,365.46,5,73.09
315,365.33,8,45.67
1883,365.27,4,91.32
10390,365.09000000000003,5,73.02
12820,365.06,6,60.84
8922,365.02000000000004,5,73.0
11889,365.0,5,73.0
9826,364.96000000000004,4,91.24
8281,364.91999999999996,5,72.98
9863,364.88,3,121.63
5574,364.88,4,91.22
6844,364.78999999999996,6,60.8
2951,364.76000000000005,3,121.59
15824,364.63,3,121.54
651,364.51,3,121.5
10333,364.51,6,60.75
8988,364.48,1,364.48
13666,364.35999999999996,4,91.09
17826,364.25,6,60.71
14598,364.22,4,91.06
11073,364.16999999999996,8,45.52
2437,363.91999999999996,7,51.99
16029,363.78000000000003,3,121.26
19949,363.68,5,72.74
12631,363.62,7,51.95
12346,363.6,1,363.6
6419,363.51,4,90.88
17548,363.5,3,121.17
17910,363.44,7,51.92
18631,363.33,3,121.11
2480,363.28000000000003,4,90.82
10810,363.28,3,121.09
12234,363.28,5,72.66
18118,363.27,5,72.65
5995,363.26,3,121.09
14550,363.19,6,60.53
13523,363.18,8,45.4
7594,363.02,5,72.6
3463,362.99,7,51.86
10351,362.91999999999996,2,181.46
861,362.74,5,72.55
11600,362.71000000000004,5,72.54
8615,362.51,5,72.5
2706,362.47999999999996,6,60.41
6296,362.46,5,72.49
11471,362.42,4,90.6
8254,362.36,7,51.77
78,362.26,4,90.56
11586,362.22,8,45.28
3299,362.21,4,90.55
9445,362.11,5,72.42
8342,362.07,6,60.34
8850,362.06,4,90.52
1062,362.01,4,90.5
3429,361.95,5,72.39
2870,361.8,8,45.22
17298,361.79,7,51.68
6302,361.73,3,120.58
6299,361.71,7,51.67
157,361.62,1,361.62
665,361.61,2,180.8
8133,361.59,8,45.2
7733,361.53000000000003,5,72.31
16430,361.53000000000003,5,72.31
17338,361.51,4,90.38
17857,361.47,5,72.29
4654,361.44,1,361.44
6636,361.40999999999997,3,120.47
12675,361.33000000000004,3,120.44
9317,361.33,2,180.66
16486,361.32,5,72.26
11285,361.07,5,72.21
5412,361.06,2,180.53
4307,361.03,5,72.21
8263,360.97,4,90.24
10167,360.90999999999997,3,120.3
14552,360.84000000000003,2,180.42
11041,360.84,3,120.28
18616,360.73,6,60.12
772,360.71,6,60.12
16054,360.69,5,72.14
4185,360.6,6,60.1
2804,360.52000000000004,2,180.26
2711,360.51,7,51.5
3735,360.49,5,72.1
19880,360.46,4,90.12
13784,360.38,6,60.06
1999,360.3,3,120.1
13998,360.09,5,72.02
105,360.03,4,90.01
17058,359.95,7,51.42
17263,359.8,3,119.93
4376,359.68,7,51.38
5420,359.56,7,51.37
4553,359.55,3,119.85
13360,359.45,5,71.89
6504,359.35,6,59.89
1685,359.03000000000003,2,179.52
11411,359.0,6,59.83
4020,359.0,3,119.67
3005,358.74,5,71.75
12836,358.72,5,71.74
4653,358.66999999999996,3,119.56
1716,358.66,3,119.55
12931,358.53999999999996,5,71.71
9439,358.52,5,71.7
18639,358.48,8,44.81
15596,358.30999999999995,2,179.15
7777,358.29,8,44.79
14498,358.28,3,119.43
17033,358.27,4,89.57
8863,358.25,5,71.65
16133,358.25,3,119.42
18732,358.18,4,89.54
5284,358.16999999999996,4,89.54
16102,358.08,4,89.52
12715,358.05,7,51.15
2864,357.74,2,178.87
14861,357.60999999999996,6,59.6
19551,357.47999999999996,7,51.07
7042,357.45,8,44.68
17271,357.43,2,178.72
8251,357.28000000000003,5,71.46
5894,357.27,5,71.45
4340,357.26,4,89.32
18890,357.24,5,71.45
15666,357.17,4,89.29
4045,357.04,6,59.51
19824,356.95000000000005,3,118.98
14244,356.94,4,89.24
14002,356.92,3,118.97
5334,356.92,4,89.23
18642,356.91,6,59.49
14956,356.79,4,89.2
565,356.78000000000003,4,89.2
12053,356.75,3,118.92
18235,356.63,2,178.32
2889,356.25,6,59.38
7399,356.2,3,118.73
55,356.19,3,118.73
14975,356.15999999999997,3,118.72
2430,355.95,5,71.19
9348,355.89000000000004,7,50.84
14407,355.87,5,71.17
11805,355.78,6,59.3
2203,355.63,4,88.91
5097,355.61,6,59.27
11139,355.56,3,118.52
13466,355.54,3,118.51
5836,355.51,6,59.25
92,355.46,8,44.43
16721,355.43,4,88.86
12239,355.35,7,50.76
3634,355.28,5,71.06
14764,355.19,5,71.04
15762,354.99,2,177.5
7281,354.97,5,70.99
1850,354.96,1,354.96
13030,354.95,5,70.99
14785,354.93,6,59.16
5021,354.91999999999996,3,118.31
11401,354.72,6,59.12
13886,354.5,5,70.9
2820,354.5,3,118.17
12443,354.42,6,59.07
2172,354.37,6,59.06
12927,354.28,3,118.09
7365,354.26000000000005,2,177.13
18002,354.23,5,70.85
4022,354.18,5,70.84
10329,354.14,5,70.83
15341,354.05,6,59.01
8946,354.04999999999995,4,88.51
15248,354.04,4,88.51
11697,354.01,4,88.5
2929,353.88,6,58.98
11537,353.83,7,50.55
18440,353.74,5,70.75
12748,353.71000000000004,5,70.74
15934,353.68,5,70.74
8146,353.56,2,176.78
11107,353.51,6,58.92
9991,353.51,4,88.38
18039,353.46,3,117.82
6936,353.43,6,58.9
13611,353.40999999999997,5,70.68
13746,353.34000000000003,4,88.34
6104,353.29,3,117.76
13766,353.26,3,117.75
8576,353.24,7,50.46
3037,353.23,4,88.31
17223,353.1,5,70.62
4977,353.0,5,70.6
18352,352.90999999999997,4,88.23
11256,352.63,5,70.53
6355,352.47,5,70.49
15944,352.46000000000004,5,70.49
488,352.45,5,70.49
9619,352.38,4,88.1
5523,352.29,6,58.72
17140,352.25,3,117.42
17070,352.22,7,50.32
6556,352.19,6,58.7
5643,352.18,3,117.39
10203,352.16,6,58.69
17022,352.14,5,70.43
17865,352.11,5,70.42
9601,352.02,7,50.29
12045,351.92,4,87.98
19362,351.9,7,50.27
11556,351.81,3,117.27
8680,351.71,4,87.93
2067,351.64,3,117.21
19931,351.63,6,58.6
81,351.61,8,43.95
11124,351.54,1,351.54
552,351.49,5,70.3
7809,351.49,2,175.74
18016,351.37,3,117.12
15072,351.34000000000003,5,70.27
4043,351.34000000000003,9,39.04
9649,351.34,4,87.84
12150,351.24,5,70.25
1222,351.24,5,70.25
15255,351.18,1,351.18
17054,351.05,5,70.21
13948,351.03,1,351.03
16698,351.02,3,117.01
5206,351.01,6,58.5
790,350.96,7,50.14
13833,350.91999999999996,5,70.18
11824,350.91,5,70.18
12191,350.7,3,116.9
907,350.69,9,38.97
4939,350.67,5,70.13
3680,350.63,6,58.44
10262,350.63,6,58.44
4614,350.6,3,116.87
4391,350.49,4,87.62
19696,350.49,4,87.62
9336,350.47,3,116.82
18782,350.41999999999996,4,87.6
3512,350.34000000000003,4,87.58
16846,350.1,4,87.52
540,350.04,2,175.02
18169,350.03,5,70.01
4535,350.01,6,58.34
2855,349.98,5,70.0
14554,349.96000000000004,4,87.49
2955,349.92,3,116.64
18714,349.86,3,116.62
18666,349.79,6,58.3
2784,349.67,4,87.42
12520,349.49,4,87.37
2909,349.49,4,87.37
8415,349.48,4,87.37
322,349.38,5,69.88
2329,349.06,7,49.87
