transaction_id,customer_id,amount
4272_7483,7057,43.04
4273_7484,3329,62.19
4273_7485,3329,76.63
4273_7486,3329,29.29
4273_7487,3329,35.49
4273_7488,3329,75.91
4274_7489,6430,87.03
4275_7490,14615,4.78
4275_7491,14615,28.04
4276_7492,7987,17.19
4277_7493,18069,44.66
4278_7494,14630,8.82
4279_7495,12479,28.23
4279_7496,12479,77.26
4279_7497,12479,16.24
4280_7498,17193,568.96
4280_7499,17193,151.2
4281_7500,9234,17.37
4282_7501,4493,195.07
4282_7502,4493,9.95
4283_7503,15717,43.18
4284_7504,13871,210.16
4284_7505,13871,69.19
4284_7506,13871,202.11
4285_7507,3174,19.89
4286_7508,10515,14.22
4287_7509,3486,30.71
4288_7510,14366,229.98
4288_7511,14366,14.02
4289_7512,13302,176.97
4290_7513,5934,59.78
4291_7514,63,119.2
4291_7515,63,146.71
4292_7516,18843,15.33
4292_7517,18843,49.86
4293_7518,7440,19.05
4293_7519,7440,14.56
4294_7520,16743,16.63
4294_7521,16743,28.12
4294_7522,16743,249.3
4295_7523,13370,196.99
4296_7524,8119,51.88
4297_7525,1232,115.06
4298_7526,4855,63.38
4298_7527,4855,583.96
4298_7528,4855,30.84
4299_7529,8977,103.62
4300_7530,11444,97.86
4300_7531,11444,213.16
4301_7532,15744,95.23
4301_7533,15744,31.63
4301_7534,15744,38.71
4301_7535,15744,11.72
4302_7536,4330,55.5
4302_7537,4330,44.66
4302_7538,4330,9.92
4302_7539,4330,13.81
4303_7540,745,81.88
4303_7541,745,324.51
4303_7542,745,131.18
4304_7543,19687,32.54
4305_7544,4414,114.54
4305_7545,4414,43.8
4306_7546,7018,15.86
4306_7547,7018,64.99
4306_7548,7018,7.41
4307_7549,11199,24.37
4307_7550,11199,42.35
4308_7551,8095,90.39
4309_7552,6309,11.97
4310_7553,9306,15.33
4311_7554,15003,43.66
4312_7555,399,110.36
4312_7556,399,67.26
4312_7557,399,173.37
4313_7558,3428,98.99
4314_7559,15205,75.35
4314_7560,15205,380.92
4314_7561,15205,10.91
4315_7562,13592,311.41
4315_7563,13592,116.25
4315_7564,13592,162.55
4316_7565,10941,24.37
4316_7566,10941,13.68
4316_7567,10941,20.57
4317_7568,18624,135.93
4317_7569,18624,43.16
4317_7570,18624,73.0
4318_7571,17010,33.24
4319_7572,12401,22.41
4319_7573,12401,20.86
4320_7574,3743,56.24
4321_7575,6071,184.88
4321_7576,6071,39.58
4321_7577,6071,117.47
4322_7578,17412,57.33
4323_7579,12622,109.25
4323_7580,12622,49.92
4323_7581,12622,75.47
4323_7582,12622,49.92
4324_7583,14323,149.9
4325_7584,5212,44.8
4325_7585,5212,102.29
4325_7586,5212,35.75
4325_7587,5212,14.78
4326_7588,7790,75.05
4326_7589,7790,370.89
4327_7590,6484,39.14
4327_7591,6484,168.44
4328_7592,1493,9.39
4329_7593,2294,106.28
4329_7594,2294,101.91
4329_7595,2294,113.55
4330_7596,3720,37.23
4330_7597,3720,14.03
4331_7598,13453,9.69
4332_7599,11843,82.61
4332_7600,11843,36.86
4333_7601,19356,12.64
4333_7602,19356,66.63
4334_7603,15213,204.78
4335_7604,821,9.03
4335_7605,821,24.63
4335_7606,821,18.06
4336_7607,9922,78.78
4336_7608,9922,12.64
4336_7609,9922,51.31
4337_7610,6119,7.39
4337_7611,6119,28.12
4337_7612,6119,27.68
4337_7613,6119,50.87
4338_7614,1679,8.68
4338_7615,1679,112.12
4338_7616,1679,34.02
4338_7617,1679,50.87
4339_7618,10104,157.03
4340_7619,19833,77.21
4340_7620,19833,39.14
4341_7621,3779,8.39
4342_7622,12646,126.9
4342_7623,12646,726.51
4343_7624,3818,44.18
4344_7625,2876,8.38
4344_7626,2876,17.37
4344_7627,2876,48.07
4345_7628,797,199.64
4345_7629,797,130.03
4346_7630,13287,17.6
4347_7631,18142,41.42
4347_7632,18142,12.72
4347_7633,18142,17.1
4348_7634,16875,39.14
4349_7635,2656,28.79
4350_7636,1333,23.92
4350_7637,1333,9.27
4350_7638,1333,12.64
4350_7639,1333,12.94
4350_7640,1333,66.05
4351_7641,13803,21.48
4352_7642,3075,16.04
4352_7643,3075,215.51
4353_7644,14687,56.49
4353_7645,14687,97.68
4353_7646,14687,19.15
4354_7647,18048,30.82
4354_7648,18048,61.13
4355_7649,13285,29.54
4356_7650,19530,87.06
4357_7651,17001,18.19
4357_7652,17001,7.35
4357_7653,17001,18.25
4357_7654,17001,69.06
4358_7655,16645,8.55
4358_7656,16645,9.03
4359_7657,1952,28.12
4359_7658,1952,44.8
4359_7659,1952,7.07
4360_7660,9789,43.65
4361_7661,7660,36.15
4361_7662,7660,62.27
4362_7663,19468,12.41
4362_7664,19468,183.39
4363_7665,15516,51.75
4363_7666,15516,10.64
4363_7667,15516,30.82
4363_7668,15516,35.01
4364_7669,10424,109.49
4364_7670,10424,70.3
4365_7671,15741,222.36
4366_7672,8025,29.12
4367_7673,4403,38.86
4367_7674,4403,62.93
4368_7675,1697,140.38
4369_7676,14636,15.86
4369_7677,14636,49.48
4370_7678,17533,31.86
4370_7679,17533,8.79
4371_7680,4236,119.89
4371_7681,4236,43.79
4371_7682,4236,58.44
4372_7683,5794,10.91
4372_7684,5794,460.58
4372_7685,5794,49.57
4373_7686,7727,32.18
4374_7687,12594,14.22
4375_7688,4329,256.64
4375_7689,4329,28.96
4376_7690,2884,20.57
4377_7691,6237,158.96
4378_7692,17222,68.58
4378_7693,17222,112.0
4379_7694,8708,35.49
4380_7695,10207,30.12
4380_7696,10207,24.63
4381_7697,9590,26.38
4381_7698,9590,35.01
4382_7699,14906,14.32
4382_7700,14906,48.55
4382_7701,14906,4.69
4383_7702,11920,116.15
4384_7703,3001,85.63
4385_7704,11222,36.98
4385_7705,11222,85.63
4385_7706,11222,69.16
4386_7707,12627,43.65
4387_7708,17910,61.13
4388_7709,3586,65.42
4389_7710,16253,70.97
4389_7711,16253,43.18
4390_7712,2285,21.6
4390_7713,2285,55.17
4391_7714,8654,28.79
4392_7715,17612,50.15
4393_7716,2929,105.09
4394_7717,4974,79.45
4395_7718,6855,20.57
4396_7719,5206,17.1
4396_7720,5206,15.06
4397_7721,6026,147.52
4398_7722,19232,9.79
4399_7723,19585,448.72
4400_7724,10883,18.98
4401_7725,7059,111.38
4402_7726,18255,27.84
4403_7727,11624,119.57
4403_7728,11624,21.09
4404_7729,18288,118.88
4404_7730,18288,472.56
4404_7731,18288,8.28
4405_7732,13787,24.77
4406_7733,11629,7.9
4406_7734,11629,117.01
4407_7735,15502,209.99
4407_7736,15502,216.93
4407_7737,15502,85.09
4408_7738,18047,162.78
4409_7739,12090,83.94
4409_7740,12090,555.96
4410_7741,15489,7.58
4410_7742,15489,27.84
4410_7743,15489,151.87
4411_7744,7705,29.53
4412_7745,6463,48.07
4412_7746,6463,55.18
4413_7747,3928,10.91
4414_7748,18047,59.94
4415_7749,6204,44.06
4416_7750,2892,148.57
4416_7751,2892,83.82
4416_7752,2892,39.8
4417_7753,8769,12.41
4418_7754,17068,82.47
4418_7755,17068,125.26
4419_7756,19679,17.83
4420_7757,1098,7.41
4420_7758,1098,19.15
4420_7759,1098,190.85
4421_7760,10564,111.09
4421_7761,10564,58.82
4421_7762,10564,138.46
4422_7763,2899,79.62
4423_7764,9892,14.55
4423_7765,9892,42.86
4424_7766,19819,161.6
4425_7767,18550,152.13
4426_7768,10561,119.2
4427_7769,10897,25.45
4428_7770,19770,64.99
4429_7771,9264,117.47
4430_7772,1737,50.76
4431_7773,18707,146.71
4432_7774,4900,101.71
4433_7775,10565,949.74
4433_7776,10565,12.44
4434_7777,15862,113.43
4435_7778,598,116.15
4436_7779,18880,1309.26
4436_7780,18880,10.64
4437_7781,2560,202.92
4438_7782,6642,44.18
4438_7783,6642,74.0
4439_7784,2520,17.1
4440_7785,17069,101.8
4441_7786,10554,173.75
4442_7787,10845,31.93
4442_7788,10845,82.91
4443_7789,988,69.35
4444_7790,2440,25.79
4445_7791,915,28.17
4445_7792,915,42.46
4445_7793,915,84.92
4446_7794,3665,19.15
4447_7795,3480,314.96
4448_7796,10657,47.04
4448_7797,10657,17.33
4449_7798,17094,10.34
4450_7799,15116,74.03
4451_7800,7595,47.06
4451_7801,7595,47.85
4452_7802,11707,26.85
4452_7803,11707,189.15
4453_7804,16114,20.02
4453_7805,16114,83.49
4453_7806,16114,53.64
4454_7807,160,43.63
4454_7808,160,30.27
4454_7809,160,6.51
4455_7810,5945,53.71
4455_7811,5945,309.04
4456_7812,16307,21.08
4457_7813,1408,28.17
4458_7814,1223,28.65
4458_7815,1223,28.12
4459_7816,11153,114.54
4459_7817,11153,54.41
4460_7818,17535,73.63
4460_7819,17535,18.5
4460_7820,17535,51.87
4460_7821,17535,77.2
4460_7822,17535,52.91
4461_7823,8450,4.69
4461_7824,8450,45.43
4462_7825,16777,75.05
4462_7826,16777,24.77
4463_7827,13374,186.6
4464_7828,12854,54.93
4464_7829,12854,180.36
4464_7830,12854,5.4
4465_7831,2007,36.15
4465_7832,2007,13.13
4466_7833,2084,156.42
4466_7834,2084,81.79
4466_7835,2084,49.57
4467_7836,15918,161.6
4468_7837,10343,16.73
4468_7838,10343,82.91
4469_7839,10629,159.07
4470_7840,8674,176.02
4471_7841,19773,30.71
4472_7842,13874,97.22
4472_7843,13874,24.77
4472_7844,13874,83.73
4473_7845,6176,39.0
4473_7846,6176,33.75
4474_7847,15197,31.93
4475_7848,17028,17.91
4475_7849,17028,21.77
4476_7850,2919,60.51
4477_7851,13009,24.63
4478_7852,3058,48.61
4479_7853,842,27.53
4479_7854,842,21.61
4479_7855,842,19.86
4480_7856,8459,70.59
4480_7857,8459,6.32
4480_7858,8459,65.42
4480_7859,8459,40.27
4481_7860,16396,72.89
4482_7861,15786,53.49
4483_7862,8622,144.47
4484_7863,19854,5.4
4484_7864,19854,82.91
4484_7865,19854,103.16
4485_7866,13278,22.22
4486_7867,14127,34.84
4486_7868,14127,107.56
4487_7869,7707,440.16
4488_7870,14188,47.41
4488_7871,14188,138.36
4489_7872,19987,132.74
4489_7873,19987,12.44
4490_7874,11882,40.19
4490_7875,11882,34.38
4491_7876,15776,160.11
4491_7877,15776,112.0
4492_7878,4077,96.64
4493_7879,15414,27.21
4493_7880,15414,53.51
4493_7881,15414,51.31
4493_7882,15414,49.46
4494_7883,8434,8.15
4495_7884,4189,10.8
4496_7885,15586,28.12
4496_7886,15586,115.2
4496_7887,15586,66.53
4497_7888,15694,129.85
4498_7889,7197,41.99
4498_7890,7197,65.47
4499_7891,14419,123.51
4499_7892,14419,19.76
4499_7893,14419,102.46
4500_7894,15031,7.41
4500_7895,15031,36.85
4500_7896,15031,26.85
4500_7897,15031,19.89
4501_7898,15952,64.68
4502_7899,9527,148.57
4502_7900,9527,312.84
4502_7901,9527,34.84
4502_7902,9527,44.06
4503_7903,9396,44.11
4503_7904,9396,596.56
4504_7905,1281,60.88
4504_7906,1281,12.94
4505_7907,8669,21.83
4505_7908,8669,12.97
4505_7909,8669,31.77
4506_7910,7923,29.52
4507_7911,11259,27.6
4507_7912,11259,103.62
4508_7913,9297,74.12
4509_7914,9117,59.94
4510_7915,9478,94.32
4511_7916,3810,77.3
4511_7917,3810,19.89
4511_7918,3810,45.08
4512_7919,13168,49.06
4513_7920,1289,13.71
4513_7921,1289,77.1
4514_7922,11724,171.44
4514_7923,11724,12.73
4514_7924,11724,35.75
4515_7925,142,107.56
4515_7926,142,77.91
4516_7927,1380,160.11
4517_7928,2759,246.0
4517_7929,2759,20.02
4518_7930,7099,44.18
4518_7931,7099,11.74
4519_7932,12573,19.15
4519_7933,12573,22.22
4520_7934,860,7.12
4520_7935,860,7.22
4520_7936,860,6.54
4521_7937,13103,76.48
4522_7938,10637,114.2
4522_7939,10637,38.61
4523_7940,7110,143.56
4524_7941,7430,70.97
4525_7942,8694,77.21
4526_7943,6399,55.29
4526_7944,6399,44.06
4527_7945,11839,35.6
4528_7946,15970,74.14
4529_7947,17055,22.74
4529_7948,17055,21.61
4529_7949,17055,9.25
4530_7950,10658,167.28
4531_7951,18132,5.63
4532_7952,17405,10.6
4532_7953,17405,43.79
4532_7954,17405,10.23
4532_7955,17405,50.87
4532_7956,17405,88.53
4533_7957,19734,61.42
4533_7958,19734,66.53
4534_7959,9449,552.76
4534_7960,9449,88.89
4534_7961,9449,7.24
4534_7962,9449,24.33
4535_7963,9485,12.97
4535_7964,9485,7.41
4536_7965,12447,44.85
4537_7966,19524,53.96
4538_7967,8061,192.84
4539_7968,19009,83.1
4539_7969,19009,130.03
4540_7970,6388,43.9
4541_7971,18104,35.75
4542_7972,7594,112.12
4543_7973,16815,28.53
4543_7974,16815,8.5
4544_7975,14715,14.22
4545_7976,8286,25.17
4545_7977,8286,9.84
4546_7978,19230,26.4
4547_7979,9129,77.6
4547_7980,9129,46.96
4548_7981,6473,207.65
4549_7982,6733,51.23
4549_7983,6733,48.12
4549_7984,6733,28.57
4550_7985,19715,53.67
4550_7986,19715,91.17
4551_7987,1854,23.75
4552_7988,15076,13.71
4553_7989,16977,128.62
4553_7990,16977,108.17
4554_7991,15267,159.68
4555_7992,11592,106.51
4555_7993,11592,50.03
4555_7994,11592,7.24
4556_7995,9696,38.75
4557_7996,7805,58.82
4558_7997,14161,115.2
4559_7998,6790,71.27
4560_7999,9196,36.0
4560_8000,9196,49.91
4561_8001,10603,74.0
4561_8002,10603,7.16
4561_8003,10603,36.13
4561_8004,10603,11.97
4561_8005,10603,34.0
4562_8006,5811,25.52
4562_8007,5811,132.06
4562_8008,5811,29.29
4563_8009,13964,67.28
4563_8010,13964,170.17
4564_8011,3530,283.88
4564_8012,3530,78.8
4565_8013,8878,15.33
4566_8014,2855,28.89
4566_8015,2855,131.78
4566_8016,2855,35.49
4567_8017,3521,156.8
4568_8018,10240,142.71
4568_8019,10240,37.8
4569_8020,14578,110.22
4569_8021,14578,9.39
4570_8022,13529,60.72
4571_8023,885,72.65
4571_8024,885,15.33
4572_8025,7001,28.98
4572_8026,7001,7.41
4572_8027,7001,65.21
4573_8028,1786,141.96
4573_8029,1786,30.12
4574_8030,12082,75.91
4574_8031,12082,376.88
4575_8032,6757,111.09
4576_8033,19713,51.87
4577_8034,5653,40.47
4578_8035,14570,14.32
4579_8036,13978,36.86
4579_8037,13978,14.78
4580_8038,10599,188.77
4581_8039,3250,34.17
4582_8040,10032,94.29
4583_8041,11561,28.96
4583_8042,11561,166.8
4583_8043,11561,189.96
4584_8044,3368,17.83
4584_8045,3368,36.86
4585_8046,17563,6.96
4586_8047,6401,6.4
4586_8048,6401,12.97
4586_8049,6401,16.82
4587_8050,6925,209.44
4588_8051,555,31.38
4588_8052,555,18.39
4588_8053,555,66.0
4589_8054,10829,21.66
4589_8055,10829,43.63
4590_8056,4368,25.79
4591_8057,11820,7.54
4591_8058,11820,129.69
4591_8059,11820,17.33
4592_8060,13323,80.11
4593_8061,6865,38.86
4594_8062,6134,25.45
4595_8063,13793,9.25
4595_8064,13793,26.85
4596_8065,6851,671.61
4597_8066,16396,71.9
4598_8067,8096,60.03
4599_8068,1403,41.24
4599_8069,1403,55.29
4600_8070,16461,44.2
4600_8071,16461,43.9
4601_8072,19759,78.12
4601_8073,19759,77.09
4601_8074,19759,59.87
4601_8075,19759,6.63
4602_8076,15691,48.21
4602_8077,15691,44.66
4603_8078,18043,49.91
4604_8079,18829,225.09
4605_8080,8601,30.1
4606_8081,19212,163.4
4606_8082,19212,210.64
4606_8083,19212,59.78
4607_8084,4590,146.65
4607_8085,4590,16.6
4607_8086,4590,34.33
4607_8087,4590,15.99
4607_8088,4590,185.19
4608_8089,9063,94.29
4609_8090,6859,13.72
4610_8091,12639,28.23
4610_8092,12639,83.82
4611_8093,7595,322.16
4612_8094,4600,29.12
4613_8095,15185,202.17
4614_8096,635,9.39
4614_8097,635,129.69
4614_8098,635,112.0
4615_8099,12237,65.59
4615_8100,12237,16.82
4616_8101,11392,49.91
4616_8102,11392,160.7
4617_8103,2364,5.4
4617_8104,2364,7.39
4617_8105,2364,32.47
4617_8106,2364,9.95
4617_8107,2364,8.07
4618_8108,12587,48.55
4619_8109,2754,225.17
4620_8110,13402,75.93
4620_8111,13402,71.16
4620_8112,13402,81.98
4621_8113,3996,39.58
4621_8114,3996,194.35
4622_8115,6724,17.88
4623_8116,991,12.97
4623_8117,991,76.63
4624_8118,17189,27.47
4625_8119,9821,44.8
4625_8120,9821,47.19
4626_8121,2686,69.35
4626_8122,2686,187.1
4627_8123,11168,142.09
4628_8124,12524,39.58
4628_8125,12524,151.97
4628_8126,12524,62.27
4628_8127,12524,185.02
4629_8128,13295,14.78
4629_8129,13295,87.31
4630_8130,6512,118.14
4631_8131,13050,160.44
4632_8132,17563,47.42
4633_8133,817,39.42
4633_8134,817,159.68
4633_8135,817,130.03
4634_8136,5220,314.24
4634_8137,5220,697.08
4634_8138,5220,47.24
4635_8139,13789,35.49
4636_8140,3781,13.68
4637_8141,14603,77.3
4638_8142,13784,15.33
4638_8143,13784,19.76
4639_8144,11110,25.94
4640_8145,17160,10.23
4641_8146,2244,210.16
4641_8147,2244,45.01
4642_8148,4518,19.56
4642_8149,4518,70.97
4643_8150,4644,43.48
4644_8151,16940,82.39
4645_8152,6417,66.01
4645_8153,6417,21.83
4645_8154,6417,37.35
4646_8155,16322,6.63
4646_8156,16322,49.51
4647_8157,13404,173.62
4648_8158,15408,14.22
4648_8159,15408,17.0
4648_8160,15408,40.47
4648_8161,15408,199.88
4649_8162,5564,12.49
4649_8163,5564,204.78
4649_8164,5564,315.72
4649_8165,5564,36.85
4650_8166,19071,18.19
4650_8167,19071,50.5
4650_8168,19071,28.04
4651_8169,3867,47.85
4652_8170,3683,25.08
4653_8171,10926,36.68
4654_8172,9343,29.53
4655_8173,15284,30.13
4655_8174,15284,14.02
4655_8175,15284,24.63
4655_8176,15284,168.8
4656_8177,2146,65.48
4657_8178,10710,85.49
4658_8179,11743,210.78
4659_8180,12154,19.86
4660_8181,13048,27.84
4660_8182,13048,53.67
4661_8183,11648,49.57
4662_8184,9126,75.03
4663_8185,17773,61.32
4663_8186,17773,104.23
4664_8187,4178,108.64
4665_8188,13756,28.04
4666_8189,4659,55.2
4667_8190,2181,106.28
4667_8191,2181,65.47
4668_8192,17133,67.97
4668_8193,17133,128.43
4669_8194,9428,54.93
4670_8195,9031,102.06
4671_8196,8629,152.28
4671_8197,8629,34.33
4671_8198,8629,161.63
4672_8199,6242,6.51
4673_8200,8248,28.04
4673_8201,8248,170.04
4673_8202,8248,66.01
4674_8203,8082,38.18
4675_8204,5893,7.58
4676_8205,4760,117.64
4677_8206,17553,5.4
4678_8207,18364,123.05
4679_8208,10228,46.78
4679_8209,10228,178.64
4680_8210,10025,43.66
4680_8211,10025,27.6
4681_8212,4623,88.74
4682_8213,16935,13.68
4683_8214,8683,18.98
4683_8215,8683,247.41
4684_8216,16128,33.26
4684_8217,16128,5.63
4685_8218,17485,14.55
4685_8219,17485,59.94
4686_8220,1021,117.14
4687_8221,17288,43.79
4688_8222,18823,711.48
4689_8223,6849,104.4
4690_8224,9770,60.97
4691_8225,17246,104.4
4692_8226,6563,28.53
4692_8227,6563,15.86
4693_8228,14405,53.49
4693_8229,14405,88.92
4694_8230,19119,12.72
4695_8231,5280,40.34
4696_8232,9405,190.03
4696_8233,9405,81.1
4696_8234,9405,53.67
4697_8235,1939,59.87
4698_8236,14115,270.55
4699_8237,10848,13.71
4699_8238,10848,30.84
4699_8239,10848,8.53
4699_8240,10848,194.32
4700_8241,5715,30.12
4701_8242,2421,33.26
4702_8243,2196,44.06
4703_8244,5236,32.54
4703_8245,5236,55.02
4704_8246,2275,33.91
4705_8247,8530,5.4
4706_8248,148,33.14
4706_8249,148,230.4
4707_8250,4436,48.07
4707_8251,4436,184.11
4708_8252,13846,39.86
4709_8253,10804,6.43
4709_8254,10804,14.03
4709_8255,10804,60.48
4710_8256,5563,93.9
4710_8257,5563,25.59
4711_8258,12824,142.32
4711_8259,12824,113.55
4712_8260,5868,47.04
4713_8261,6211,159.68
4714_8262,16805,98.99
4715_8263,2032,63.86
4716_8264,6214,30.71
4717_8265,4269,16.94
4718_8266,6242,66.0
4719_8267,5322,88.12
4719_8268,5322,18.25
4720_8269,303,178.64
4721_8270,3276,51.87
4721_8271,3276,94.32
4721_8272,3276,68.58
4722_8273,5609,35.76
4723_8274,12685,112.18
4723_8275,12685,77.3
4723_8276,12685,38.1
4724_8277,11421,65.42
4724_8278,11421,96.96
4725_8279,5895,6.45
4725_8280,5895,91.6
4726_8281,3100,9.79
4726_8282,3100,55.28
4727_8283,18313,391.44
4728_8284,5197,24.28
4728_8285,5197,9.97
4728_8286,5197,53.46
4729_8287,14343,48.21
4729_8288,14343,45.09
4730_8289,9130,150.09
4731_8290,9045,44.18
4731_8291,9045,20.11
4731_8292,9045,43.48
4732_8293,7428,20.6
4733_8294,11190,30.71
4734_8295,18322,71.35
4734_8296,18322,5.25
4735_8297,2538,86.69
4736_8298,16232,330.66
4737_8299,10005,14.55
4737_8300,10005,101.89
4737_8301,10005,18.59
4738_8302,7183,80.54
4738_8303,7183,169.54
4739_8304,5026,50.34
4740_8305,17492,60.51
4740_8306,17492,12.41
4740_8307,17492,74.03
4740_8308,17492,145.82
4741_8309,8200,28.96
4741_8310,8200,241.83
4741_8311,8200,7.41
4742_8312,6421,189.68
4742_8313,6421,47.42
4742_8314,6421,26.37
4742_8315,6421,7.54
4743_8316,3703,103.91
4744_8317,304,41.99
4745_8318,18424,143.56
4745_8319,18424,119.89
4746_8320,16387,97.95
4747_8321,17250,110.84
4748_8322,1151,42.09
4749_8323,2513,30.12
4749_8324,2513,7.35
4749_8325,2513,113.56
4750_8326,13282,21.48
4751_8327,3501,5.4
4751_8328,3501,198.76
4752_8329,10748,114.67
4753_8330,5094,138.19
4754_8331,16318,61.33
4755_8332,19936,22.41
4755_8333,19936,27.53
4756_8334,6282,51.43
4756_8335,6282,231.26
4756_8336,6282,27.91
4757_8337,8521,43.27
4758_8338,18093,117.79
4758_8339,18093,17.88
4758_8340,18093,51.43
4758_8341,18093,13.65
4759_8342,4,37.8
4760_8343,17809,43.16
4760_8344,17809,21.9
4761_8345,4601,12.72
4761_8346,4601,139.38
4761_8347,4601,15.33
4762_8348,8352,8.79
4763_8349,9482,29.44
4763_8350,9482,17.88
4764_8351,7931,9.25
4765_8352,10743,174.27
4766_8353,4493,55.71
4767_8354,12773,55.23
4768_8355,7824,9.97
4768_8356,7824,15.99
4769_8357,11599,96.67
4769_8358,11599,33.8
4770_8359,17366,17.1
4770_8360,17366,39.84
4771_8361,12720,80.11
4772_8362,8598,121.13
4772_8363,8598,550.64
4773_8364,19793,50.87
4773_8365,19793,59.85
4774_8366,3996,13.67
4774_8367,3996,64.68
4775_8368,6600,32.47
4775_8369,6600,8.15
4775_8370,6600,40.78
4776_8371,6398,11.74
4776_8372,6398,33.76
4777_8373,2121,190.94
4777_8374,2121,180.71
4778_8375,6234,148.57
4778_8376,6234,169.54
4779_8377,5535,13.13
4779_8378,5535,15.33
4779_8379,5535,11.03
4779_8380,5535,77.26
4780_8381,18624,40.17
4781_8382,10852,14.55
4781_8383,10852,97.22
4781_8384,10852,200.87
4782_8385,14616,175.59
4782_8386,14616,227.9
4783_8387,16758,83.06
4784_8388,11555,35.03
4784_8389,11555,30.82
4785_8390,4191,206.55
4786_8391,2968,74.36
4786_8392,2968,23.75
4786_8393,2968,6.01
4787_8394,19984,164.94
4787_8395,19984,109.25
4788_8396,15069,128.31
4788_8397,15069,44.73
4789_8398,3417,151.87
4789_8399,3417,26.85
4790_8400,7498,39.14
4791_8401,1217,7.16
4791_8402,1217,319.4
4792_8403,16398,53.46
4792_8404,16398,85.49
4792_8405,16398,461.64
4793_8406,7399,69.16
4793_8407,7399,244.84
4794_8408,11786,249.08
4795_8409,2094,33.64
4795_8410,2094,319.42
4796_8411,6436,73.55
4797_8412,14225,112.18
4797_8413,14225,47.19
4797_8414,14225,179.79
4798_8415,12561,10.64
4798_8416,12561,76.63
4798_8417,12561,103.62
4799_8418,7751,45.85
4799_8419,7751,9.03
4800_8420,10685,83.44
4800_8421,10685,39.06
4800_8422,10685,20.6
4801_8423,4643,185.34
4801_8424,4643,41.7
4802_8425,10978,82.47
4803_8426,19006,340.68
4804_8427,1847,100.88
4805_8428,11737,78.93
4806_8429,9616,43.79
4806_8430,9616,35.25
4806_8431,9616,53.49
4807_8432,11944,58.77
4807_8433,11944,24.28
4808_8434,2226,69.69
4809_8435,11791,77.3
4810_8436,17795,6.43
4811_8437,4770,222.51
4811_8438,4770,150.53
4811_8439,4770,147.92
4812_8440,2636,30.13
4812_8441,2636,9.03
4813_8442,17628,10.64
4813_8443,17628,36.15
4814_8444,92,76.6
4815_8445,11997,40.78
4816_8446,819,46.47
4816_8447,819,57.78
4817_8448,18327,54.84
4818_8449,14707,37.56
4818_8450,14707,5.5
4818_8451,14707,44.93
4819_8452,17433,384.06
4820_8453,16339,30.71
4820_8454,16339,11.57
4820_8455,16339,8.07
4821_8456,3981,14.32
4822_8457,18294,20.86
4822_8458,18294,148.83
4823_8459,16687,88.88
4824_8460,16837,38.19
4825_8461,6108,8.68
4826_8462,11481,58.6
4826_8463,11481,242.56
4826_8464,11481,77.14
4827_8465,1833,168.18
4828_8466,14264,48.58
4828_8467,14264,82.0
4829_8468,1725,8.07
4829_8469,1725,27.91
4829_8470,1725,43.79
4829_8471,1725,14.34
4829_8472,1725,45.94
4829_8473,1725,147.16
4830_8474,13205,19.15
4830_8475,13205,123.94
4831_8476,10794,55.39
4832_8477,17112,115.67
4833_8478,13833,171.26
4834_8479,13380,27.05
4835_8480,11423,55.23
4835_8481,11423,47.14
4835_8482,11423,40.27
4836_8483,14055,113.95
4837_8484,12172,167.7
4838_8485,12578,104.4
4838_8486,12578,14.56
4838_8487,12578,52.66
4838_8488,12578,20.73
4839_8489,7387,53.46
4839_8490,7387,61.61
4839_8491,7387,202.11
4840_8492,17399,83.1
4840_8493,17399,34.38
4841_8494,13503,207.01
4842_8495,15973,65.56
4843_8496,3750,55.18
4844_8497,15078,9.97
4844_8498,15078,9.69
4845_8499,6406,97.68
4846_8500,7195,159.68
4847_8501,11614,9.2
4848_8502,4800,185.88
4848_8503,4800,131.76
4849_8504,8365,53.67
4850_8505,13434,26.4
4850_8506,13434,24.28
4851_8507,7461,26.4
4852_8508,12497,28.57
4853_8509,13077,29.29
4853_8510,13077,160.32
4854_8511,8131,37.0
4855_8512,7149,37.29
4855_8513,7149,7.41
4855_8514,7149,322.68
4856_8515,5941,31.63
4856_8516,5941,35.25
4856_8517,5941,77.09
4857_8518,4176,55.18
4858_8519,692,40.27
4859_8520,6966,67.97
4860_8521,11254,45.94
4860_8522,11254,29.12
4861_8523,11201,146.19
4862_8524,2059,21.77
4863_8525,4362,47.5
4863_8526,4362,38.71
4864_8527,1618,31.72
4865_8528,4222,9.27
4866_8529,6887,81.13
4867_8530,4994,17.19
4868_8531,8751,104.6
4869_8532,2312,29.99
4869_8533,2312,8.68
4870_8534,6967,74.16
4871_8535,5746,8.28
4872_8536,7138,41.84
4873_8537,9375,14.03
4873_8538,9375,8.68
4874_8539,11312,84.32
4875_8540,1106,71.35
4876_8541,12906,58.26
4877_8542,4524,395.96
4877_8543,4524,91.76
4877_8544,4524,15.06
4878_8545,7582,71.27
4878_8546,7582,21.61
4879_8547,18092,81.98
4879_8548,18092,129.69
4880_8549,15686,39.14
4880_8550,15686,9.39
4880_8551,15686,377.16
4881_8552,15441,43.66
4882_8553,4554,21.61
4883_8554,6839,103.62
4884_8555,6755,7.35
4884_8556,6755,20.11
4884_8557,6755,4.96
4885_8558,8045,8.82
4885_8559,8045,235.6
4885_8560,8045,16.94
4886_8561,3590,34.22
